region;parti mm;1973;1976;1979;1982;1985;1988;1991;1994;1998;2002;2006;2010;2014
VR15 Hallands läns valkrets;Centerpartiet;50137;51393;41436;37239;29510;28225;22554;21595;13748;15908;18589;17178;17367
VR15 Hallands läns valkrets;Folkpartiet;10220;15084;15521;9181;24877;20709;15004;11371;7088;23415;13798;15286;11807
VR15 Hallands läns valkrets;Kristdemokraterna;1252;1073;1229;2025;0;3307;11540;6343;21038;16720;11987;10994;8988
VR15 Hallands läns valkrets;Miljöpartiet;0;0;0;2707;2705;9046;5299;7971;6479;6578;7236;11568;12184
VR15 Hallands läns valkrets;Socialdemokraterna;49103;51762;53792;58925;61291;59882;52920;68924;52185;60295;56747;52319;58562
VR15 Hallands läns valkrets;Vänsterpartiet;3533;3448;4490;5013;4599;5434;4316;7255;14042;9995;7110;6904;7785
VR15 Hallands läns valkrets;Sverigedemokraterna;0;0;0;0;0;0;0;0;556;1759;5223;10507;26555
VR15 Hallands läns valkrets;övriga partier;382;286;469;166;239;345;13111;3877;8403;4313;5523;2931;6050
VR15 Hallands läns valkrets;ogiltiga valsedlar;209;455;925;1683;1473;2129;3146;2883;4328;3021;3746;2519;2099
VR15 Hallands läns valkrets;ej röstande;11785;11434;13515;12844;16089;23331;22432;23654;34912;38859;36196;31807;29744
VR16 Göteborgs kommuns valkrets;Moderaterna;46166;50674;69904;78625;62325;55214;67603;69283;67998;47586;78679;96981;79768
VR16 Göteborgs kommuns valkrets;Centerpartiet;44560;46080;27022;21965;14242;12972;8508;7994;4375;5115;13076;12183;12696
VR16 Göteborgs kommuns valkrets;Folkpartiet;53368;52827;45800;27800;57730;46299;32743;26137;17404;49187;29981;26829;24136
VR16 Göteborgs kommuns valkrets;Kristdemokraterna;2977;2583;2454;3912;0;7060;19733;11804;31704;23519;19698;19484;15389
VR16 Göteborgs kommuns valkrets;Miljöpartiet;0;0;0;5794;5216;21341;12251;16202;15040;17657;24694;34205;32868
VR16 Göteborgs kommuns valkrets;Socialdemokraterna;108075;112916;106274;116653;113270;100938;89658;109186;77241;90547;84693;80543;79167
VR16 Göteborgs kommuns valkrets;Vänsterpartiet;23641;23482;28023;28710;26013;24523;18454;23817;39280;32405;25407;27246;31272
VR16 Göteborgs kommuns valkrets;Sverigedemokraterna;0;0;0;0;0;0;0;0;1403;4311;7455;15608;32240
VR16 Göteborgs kommuns valkrets;övriga partier;3984;1803;3467;2432;3773;3627;21456;7407;8736;2729;9043;6223;26758
VR16 Göteborgs kommuns valkrets;ogiltiga valsedlar;419;1889;2735;2802;2654;4122;5467;4317;5468;4433;4615;3156;2662
VR16 Göteborgs kommuns valkrets;ej röstande;35246;32133;36371;31615;36759;50373;46041;47640;71753;80390;76495;67363;69895
VR17 Västra Götalands läns västra valkrets;Moderaterna;24500;27151;38160;47197;39783;32824;43195;44807;41380;29467;54970;73853;60129
VR17 Västra Götalands läns västra valkrets;Centerpartiet;40488;45153;35395;30558;24319;21207;16221;14688;8509;10556;15135;13563;14091
VR17 Västra Götalands läns västra valkrets;Folkpartiet;26114;28454;27196;17394;37468;31064;22662;18077;10758;31260;19937;20194;16134
VR17 Västra Götalands läns västra valkrets;Kristdemokraterna;2209;1864;2137;3653;0;6604;17081;10255;29206;22831;18101;16525;13486
VR17 Västra Götalands läns västra valkrets;Miljöpartiet;0;0;0;3263;3329;12271;6908;11257;8575;8409;10086;15794;15971
VR17 Västra Götalands läns västra valkrets;Socialdemokraterna;61139;65809;67460;75513;77075;73744;65706;86079;64784;72450;66705;59477;63552
VR17 Västra Götalands läns västra valkrets;Vänsterpartiet;6588;6473;7765;8634;8553;9320;7741;11904;22101;15389;10877;10506;12132
VR17 Västra Götalands läns västra valkrets;Sverigedemokraterna;0;0;0;0;0;0;0;0;1078;3069;6074;12504;31401
VR17 Västra Götalands läns västra valkrets;övriga partier;545;165;972;451;599;937;16342;4677;5668;2385;5833;2621;8049
VR17 Västra Götalands läns västra valkrets;ogiltiga valsedlar;185;652;1020;1453;1489;2365;3511;3148;4267;3140;3932;2754;2499
VR17 Västra Götalands läns västra valkrets;ej röstande;16929;15946;18504;17626;21330;30164;28127;28542;41383;45809;41656;36875;34926
VR18 Västra Götalands läns norra valkrets;Moderaterna;18028;20611;29218;35601;30319;24265;31559;31391;28117;18860;34427;46582;35979
VR18 Västra Götalands läns norra valkrets;Centerpartiet;43498;47153;36952;32269;27152;24546;18242;16627;10181;11915;14471;11449;12335
VR18 Västra Götalands läns norra valkrets;Folkpartiet;17115;19509;19338;12393;27182;21045;15164;11835;6863;19200;12095;13393;9472
VR18 Västra Götalands läns norra valkrets;Kristdemokraterna;2651;2248;2393;3309;0;5543;15375;8715;23828;18203;13123;11092;9099
VR18 Västra Götalands läns norra valkrets;Miljöpartiet;0;0;0;2554;2585;10014;5284;9562;7612;6687;7789;12003;11219
VR18 Västra Götalands läns norra valkrets;Socialdemokraterna;58258;61029;63481;69461;70275;66949;59476;75632;57002;64050;62574;56060;58289
VR18 Västra Götalands läns norra valkrets;Vänsterpartiet;4856;4627;6356;6920;6914;7840;6753;10178;20219;13298;9386;9907;9895
VR18 Västra Götalands läns norra valkrets;Sverigedemokraterna;0;0;0;0;0;0;0;0;857;2169;4532;10513;27027
VR18 Västra Götalands läns norra valkrets;övriga partier;369;166;335;174;295;343;13648;3215;2613;1286;4035;1861;5738
VR18 Västra Götalands läns norra valkrets;ogiltiga valsedlar;157;472;726;1171;1280;1855;2869;2511;3360;2756;3116;2310;1906
VR18 Västra Götalands läns norra valkrets;ej röstande;13944;13074;14839;14092;17360;25005;23263;23601;33832;37626;34737;30158;28508
VR19 Västra Götalands läns södra valkrets;Moderaterna;21385;22467;26419;30318;26140;20923;24109;25002;22144;15218;27238;34334;27795
VR19 Västra Götalands läns södra valkrets;Centerpartiet;32874;33734;26672;23741;20474;17432;13507;12763;7781;8790;10726;9273;9423
VR19 Västra Götalands läns södra valkrets;Folkpartiet;8611;11174;11792;6787;16838;12970;9641;7249;4004;11951;7373;8883;6145
VR19 Västra Götalands läns södra valkrets;Kristdemokraterna;1782;1431;1719;2339;0;4197;11390;5372;16775;13546;9093;7745;6376
VR19 Västra Götalands läns södra valkrets;Miljöpartiet;0;0;0;1702;1366;5890;3259;6029;5079;4224;4488;7315;7534
VR19 Västra Götalands läns södra valkrets;Socialdemokraterna;44741;46174;47560;50772;50458;50092;43710;53754;39791;44822;40429;37817;38791
VR19 Västra Götalands läns södra valkrets;Vänsterpartiet;3708;3444;4344;4602;4475;4573;3865;5961;12719;8188;6233;6136;6520
VR19 Västra Götalands läns södra valkrets;Sverigedemokraterna;0;0;0;0;0;0;0;0;189;1341;3600;8350;18773
VR19 Västra Götalands läns södra valkrets;övriga partier;349;163;328;115;325;96;7994;1788;1311;1389;4091;1334;3535
VR19 Västra Götalands läns södra valkrets;ogiltiga valsedlar;101;237;411;973;918;1120;1956;1993;2609;2086;2192;1486;1346
VR19 Västra Götalands läns södra valkrets;ej röstande;8493;8187;9678;9286;11233;16029;15535;15974;23481;25783;24953;21513;21017
VR20 Västra Götalands läns östra valkrets;Moderaterna;24442;26860;35825;41932;37047;29476;35732;36963;30254;21328;37484;47049;36579
VR20 Västra Götalands läns östra valkrets;Centerpartiet;55981;60387;46788;41702;36347;31102;22998;22111;12606;15044;16655;13914;14295
VR20 Västra Götalands läns östra valkrets;Folkpartiet;16630;18832;18284;11534;26122;20263;13623;10512;6034;15273;8702;10387;7392
VR20 Västra Götalands läns östra valkrets;Kristdemokraterna;5040;3764;4228;5474;0;7591;18727;10374;24556;18859;13091;11092;8919
VR20 Västra Götalands läns östra valkrets;Miljöpartiet;0;0;0;2163;2444;8556;5015;9353;6196;5714;5821;9440;8707
VR20 Västra Götalands läns östra valkrets;Socialdemokraterna;59408;61075;64305;71768;72915;70812;61063;75939;56475;62570;61219;57095;60424
VR20 Västra Götalands läns östra valkrets;Vänsterpartiet;4804;4467;6013;6191;6019;6938;6305;9854;17605;11634;8165;8223;7858
VR20 Västra Götalands läns östra valkrets;Sverigedemokraterna;0;0;0;0;0;0;0;0;348;1702;4883;9725;25765
VR20 Västra Götalands läns östra valkrets;övriga partier;349;349;1753;256;351;263;15449;3920;2318;1360;3368;1636;4506
VR20 Västra Götalands läns östra valkrets;ogiltiga valsedlar;166;371;662;1425;1466;1926;2798;2749;3367;2617;3161;2349;1887
VR20 Västra Götalands läns östra valkrets;ej röstande;16359;15656;18083;16958;19975;27918;26073;26616;35241;37764;34498;29412;25962
VR21 Värmlands läns valkrets;Moderaterna;19893;25918;33749;39268;35914;26840;33124;34455;31146;20499;35201;45578;35687
VR21 Värmlands läns valkrets;Centerpartiet;49121;50630;39607;33335;26111;25639;19833;17319;10815;15161;16808;13379;13521
VR21 Värmlands läns valkrets;Folkpartiet;16658;19286;16848;10380;23398;18489;13851;11423;6828;18963;10061;10652;7531
VR21 Värmlands läns valkrets;Kristdemokraterna;1798;1466;1477;2087;0;3364;11585;6211;18219;13406;9823;8312;7263
VR21 Värmlands läns valkrets;Miljöpartiet;0;0;0;2757;2683;8305;4862;8071;6910;6608;6519;9997;9398
VR21 Värmlands läns valkrets;Socialdemokraterna;91054;90503;93306;98986;95203;89678;79199;92052;69674;71715;70754;68520;71173
VR21 Värmlands läns valkrets;Vänsterpartiet;9261;7843;9507;9364;9344;9914;8546;12658;23894;14361;10810;10231;9517
VR21 Värmlands läns valkrets;Sverigedemokraterna;0;0;0;0;0;0;0;0;371;2268;4825;8502;22978
VR21 Värmlands läns valkrets;övriga partier;780;537;1210;238;239;198;13819;2956;1866;2432;3625;2044;5009
VR21 Värmlands läns valkrets;ogiltiga valsedlar;155;485;699;1417;1357;1958;2481;2471;3508;2955;3160;2161;1810
VR21 Värmlands läns valkrets;ej röstande;17152;16632;18911;18033;22074;31686;29607;29085;40718;42428;39572;33863;29874
VR22 Örebro läns valkrets;Moderaterna;16975;19881;27299;32337;28608;22470;27803;29043;27808;17908;32222;43791;35070
VR22 Örebro läns valkrets;Centerpartiet;42448;44373;32718;27659;23142;18857;13875;12246;8305;10679;12781;9807;10546
VR22 Örebro läns valkrets;Folkpartiet;16276;18538;18288;10445;24927;21603;16725;13246;7937;18737;11340;11415;8053
VR22 Örebro läns valkrets;Kristdemokraterna;4010;3216;3641;5118;0;6295;14753;8862;18732;15046;12290;11235;9771
VR22 Örebro läns valkrets;Miljöpartiet;0;0;0;2831;2917;7826;4916;8178;7187;6951;7833;11846;12013
VR22 Örebro läns valkrets;Socialdemokraterna;88232;89994;89989;96940;93081;86312;77241;90815;69967;77535;73854;70818;69604
VR22 Örebro läns valkrets;Vänsterpartiet;8495;7904;9645;10058;10016;11530;9195;12712;22660;14877;10408;10311;10183
VR22 Örebro läns valkrets;Sverigedemokraterna;0;0;0;0;0;0;0;0;736;2859;6522;11136;27126
VR22 Örebro läns valkrets;övriga partier;874;815;1479;298;1328;1113;12945;3534;3039;2005;4053;2019;6338
VR22 Örebro läns valkrets;ogiltiga valsedlar;294;630;982;1609;1575;2145;2560;2549;3501;2461;3152;2214;1941
VR22 Örebro läns valkrets;ej röstande;17792;16228;18954;17322;20482;27860;27097;26480;37661;39013;36306;31180;29277
VR23 Västmanlands läns valkrets;Moderaterna;15086;18936;26401;32525;28515;22303;28776;31160;29902;18488;34533;43462;35697
VR23 Västmanlands läns valkrets;Centerpartiet;36099;34361;25406;22595;17480;15279;11135;9938;7043;8538;10186;8266;8719
VR23 Västmanlands läns valkrets;Folkpartiet;14060;18311;17622;9838;23147;20175;15734;11837;6791;19855;12076;12016;8756
VR23 Västmanlands läns valkrets;Kristdemokraterna;2216;1944;1741;2587;0;3589;10399;5494;16260;11957;8502;7406;6496
VR23 Västmanlands läns valkrets;Miljöpartiet;0;0;0;2337;2165;7149;4530;7659;6547;6504;6308;9459;8549
VR23 Västmanlands läns valkrets;Socialdemokraterna;78965;82245;82811;88427;86496;79629;71610;84194;61841;67153;59014;58222;59936
VR23 Västmanlands läns valkrets;Vänsterpartiet;8113;7110;8411;9285;8847;9231;7175;10361;20052;13010;9211;9154;9051
VR23 Västmanlands läns valkrets;Sverigedemokraterna;0;0;0;0;0;0;0;0;403;1690;3717;9992;24728
VR23 Västmanlands läns valkrets;övriga partier;879;701;1664;401;647;1393;13092;3663;1770;2126;4752;2166;5007
VR23 Västmanlands läns valkrets;ogiltiga valsedlar;324;607;986;1653;1644;2198;2744;2441;3682;2605;3353;2023;1765
VR23 Västmanlands läns valkrets;ej röstande;15841;14876;16837;15497;19334;28439;27025;26009;37601;41740;36154;30092;29376
VR24 Dalarnas läns valkrets;Moderaterna;14089;17604;25986;32969;30610;22265;29372;29757;28691;18862;35615;44997;35087
VR24 Dalarnas läns valkrets;Centerpartiet;56031;57205;45537;38674;31216;26945;21297;18564;10908;16093;18197;14086;14371
VR24 Dalarnas läns valkrets;Folkpartiet;11645;15425;14075;8473;22542;18917;13504;10710;5731;15880;8681;8747;6350
VR24 Dalarnas läns valkrets;Kristdemokraterna;3123;2698;2896;3263;0;5626;12371;6868;19373;12506;9159;7925;6427
VR24 Dalarnas läns valkrets;Miljöpartiet;0;0;0;3658;3610;10286;5986;11022;8636;7599;7361;10652;9352
VR24 Dalarnas läns valkrets;Socialdemokraterna;83642;87669;90475;97316;92860;84653;76566;91037;66696;71364;68218;67139;65543
VR24 Dalarnas läns valkrets;Vänsterpartiet;8813;8038;9751;9611;9965;10802;8567;12813;25118;15482;11251;10533;10672
VR24 Dalarnas läns valkrets;Sverigedemokraterna;0;0;0;0;0;0;0;0;596;1793;4723;12470;31043
VR24 Dalarnas läns valkrets;övriga partier;763;647;1184;296;556;631;15424;3285;4024;3433;5905;2619;6066
VR24 Dalarnas läns valkrets;ogiltiga valsedlar;308;792;1186;1962;1956;2443;3437;3166;4197;3160;3826;2774;2345
VR24 Dalarnas läns valkrets;ej röstande;20074;18959;21854;20160;24509;34840;33445;32426;42569;47518;41940;35130;30037
VR25 Gävleborgs läns valkrets;Moderaterna;13250;14773;21311;28033;25253;17939;23992;24688;23700;15480;30923;41009;31911
VR25 Gävleborgs läns valkrets;Centerpartiet;49216;51470;40546;34193;27496;24730;20145;17019;11877;17187;18675;12982;12244
VR25 Gävleborgs läns valkrets;Folkpartiet;12707;15740;15683;8982;22142;18256;14763;10906;6009;16548;8947;9444;6840
VR25 Gävleborgs läns valkrets;Kristdemokraterna;2945;2413;2712;3346;0;5059;11458;5921;16515;12230;8600;7235;5931
VR25 Gävleborgs läns valkrets;Miljöpartiet;0;0;0;3564;3214;9520;6343;10296;8635;7451;7275;10918;9238
VR25 Gävleborgs läns valkrets;Socialdemokraterna;94781;101254;103713;109831;106413;97147;88175;100293;72374;74155;69959;67893;70150
VR25 Gävleborgs läns valkrets;Vänsterpartiet;15461;12495;13344;13627;13372;13524;10940;14681;28220;18412;13314;12814;12054
VR25 Gävleborgs läns valkrets;Sverigedemokraterna;0;0;0;0;0;0;0;0;364;1704;5017;12616;29329
VR25 Gävleborgs läns valkrets;övriga partier;861;804;1199;446;640;1070;12195;3155;2434;1767;5018;2337;5818
VR25 Gävleborgs läns valkrets;ogiltiga valsedlar;232;507;883;1518;1442;1795;2965;2622;3557;2840;3444;2463;1758
VR25 Gävleborgs läns valkrets;ej röstande;21803;20895;22706;20749;25302;34346;32920;32723;45141;48278;44803;37441;31676
VR26 Västernorrlands läns valkrets;Moderaterna;12037;13586;19994;23109;22416;16242;22543;22535;21616;12842;26319;34550;25833
VR26 Västernorrlands läns valkrets;Centerpartiet;49518;53048;43892;38992;32140;25861;19612;15913;10491;14566;16197;11185;10922
VR26 Västernorrlands läns valkrets;Folkpartiet;10101;12661;12120;6997;18306;15355;12741;10432;5678;13974;8288;8253;5440
VR26 Västernorrlands läns valkrets;Kristdemokraterna;4227;3277;3262;4247;0;6240;12287;6686;16072;11450;8674;6983;6097
VR26 Västernorrlands läns valkrets;Miljöpartiet;0;0;0;2582;2401;8862;5346;8392;6415;5672;5871;8757;7073
VR26 Västernorrlands läns valkrets;Socialdemokraterna;90613;93935;95156;99968;97384;89625;83224;95266;71257;74486;70515;70341;74977
VR26 Västernorrlands läns valkrets;Vänsterpartiet;11346;9359;10042;9843;9811;10377;8781;11666;23304;14902;10229;9642;9211
VR26 Västernorrlands läns valkrets;Sverigedemokraterna;0;0;0;0;0;0;0;0;277;1269;3400;7264;17569
VR26 Västernorrlands läns valkrets;övriga partier;946;632;1328;443;561;1006;9032;2320;2782;1805;3924;3000;4990
VR26 Västernorrlands läns valkrets;ogiltiga valsedlar;241;497;757;1353;1234;1719;2191;1805;3058;2047;2543;1690;1342
VR26 Västernorrlands läns valkrets;ej röstande;15449;14828;16116;15805;19398;27108;26685;25969;36412;39299;35322;29485;26388
VR27 Jämtlands läns valkrets;Moderaterna;6971;7235;9809;12625;12509;9106;11641;11524;11156;7592;13753;18193;14513
VR27 Jämtlands läns valkrets;Centerpartiet;26389;28952;23828;20971;18046;15763;14699;13270;9807;11705;13111;10487;9487
VR27 Jämtlands läns valkrets;Folkpartiet;6336;6395;5688;3643;8449;7529;5849;3940;2245;5569;3226;3155;2370
VR27 Jämtlands läns valkrets;Kristdemokraterna;1267;1232;1231;1431;0;1683;4054;2087;6188;3874;2914;2340;2119
VR27 Jämtlands läns valkrets;Miljöpartiet;0;0;0;1497;1311;4306;2912;5137;4592;3967;3907;5339;4760
VR27 Jämtlands läns valkrets;Socialdemokraterna;41791;43850;45898;48230;47107;43271;39201;45434;33436;34256;31322;33013;33303
VR27 Jämtlands läns valkrets;Vänsterpartiet;3609;3485;4067;4282;4251;4752;4057;6009;12318;8469;6484;5340;5252
VR27 Jämtlands läns valkrets;Sverigedemokraterna;0;0;0;0;0;0;0;0;54;219;1224;3122;9224
VR27 Jämtlands läns valkrets;övriga partier;411;325;527;79;120;103;4924;1087;1229;1214;2077;947;2686
VR27 Jämtlands läns valkrets;ogiltiga valsedlar;114;245;428;609;717;857;1346;998;1354;1077;1710;1267;912
VR27 Jämtlands läns valkrets;ej röstande;10181;9723;11255;10372;12212;16377;16017;15105;19961;22182;20160;16941;14566
VR28 Västerbottens läns valkrets;Moderaterna;12815;13972;17279;21050;18671;14160;17514;18444;18518;10083;22213;30184;24158
VR28 Västerbottens läns valkrets;Centerpartiet;39246;42009;34075;31805;29745;22818;20333;15689;10487;17448;19154;12699;11660
VR28 Västerbottens läns valkrets;Folkpartiet;17653;18679;20204;12842;23955;19127;15974;13445;8530;15673;10310;10296;7606
VR28 Västerbottens läns valkrets;Kristdemokraterna;5952;5241;5357;6402;0;8318;13882;8389;16925;13135;10497;9125;7477
VR28 Västerbottens läns valkrets;Miljöpartiet;0;0;0;2045;2045;7331;5250;9716;7730;6938;9544;12246;10341
VR28 Västerbottens läns valkrets;Socialdemokraterna;67516;72186;75233;81480;79958;77054;73103;86568;68225;72176;71260;72008;73661
VR28 Västerbottens läns valkrets;Vänsterpartiet;5792;6480;8759;9153;9335;9381;8774;12133;24800;17822;13599;17034;19214
VR28 Västerbottens läns valkrets;Sverigedemokraterna;0;0;0;0;0;0;0;0;143;540;1832;4651;12979
VR28 Västerbottens läns valkrets;övriga partier;1062;868;1034;573;1039;1115;6618;1964;2481;1554;4081;2355;8183
VR28 Västerbottens läns valkrets;ogiltiga valsedlar;144;369;604;1262;1037;1311;2017;1491;2181;2040;2680;1780;1649
VR28 Västerbottens läns valkrets;ej röstande;16430;15988;17200;16773;19690;25635;25813;25111;34958;37643;34152;29524;26726
VR29 Norrbottens läns valkrets;Moderaterna;12672;13742;17768;20638;18988;14082;18377;18008;18914;11207;20926;26852;21438
VR29 Norrbottens läns valkrets;Centerpartiet;29085;30923;23762;20310;17950;14287;12239;9447;6997;7905;10065;7618;7513
VR29 Norrbottens läns valkrets;Folkpartiet;8037;10316;10211;5431;14026;12452;11581;8195;4780;10009;6714;7082;5369
VR29 Norrbottens läns valkrets;Kristdemokraterna;3283;3389;3443;3828;0;4047;7664;4491;10407;8239;6589;5388;5048
VR29 Norrbottens läns valkrets;Miljöpartiet;0;0;0;1676;1433;6002;3942;6165;5377;8073;6350;8630;8111
VR29 Norrbottens läns valkrets;Socialdemokraterna;81955;91182;95565;103006;102692;96587;92882;105436;75942;74310;80605;85035;80984
VR29 Norrbottens läns valkrets;Vänsterpartiet;21173;18975;17713;18130;18023;17035;15166;19868;35547;19712;16494;15240;14225
VR29 Norrbottens läns valkrets;Sverigedemokraterna;0;0;0;0;0;0;0;0;110;424;2302;6309;18237
VR29 Norrbottens läns valkrets;övriga partier;1178;1114;4125;2137;1059;1751;5573;2435;2203;15099;6531;1809;5252
VR29 Norrbottens läns valkrets;ogiltiga valsedlar;183;360;536;869;926;1076;1854;1323;2061;1353;1988;1440;1269
VR29 Norrbottens läns valkrets;ej röstande;18310;18309;18515;18282;21525;29378;29255;25362;35689;37322;35232;29385;28202
